cdmvto_sinc_billeteraIACO;cdusuarioIACO;femvtoIACO;cdnumero_transaccionIACO;vrmvtoIACO;dsdescripcion_mvtoIACO;cdtipo_mvtoIACO;cdtipo_ajusteIACO;cdorigen_ajusteIACO;cdmvto_relacionIACO;cdusuario_ingresaIACO;feingresaIACO;femodificaIACO;cdmovimiento_referenciaIACO;dsplacaIACO;cdpunto_atencionIACO;cdtipo_consumoIACO;vrajusteIACO;cdajusteIACO
27081112;39765;2024-11-15;27081112;31907;Prueba performance insertar ajuste de comision 12592;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081113;39766;2024-11-15;27081113;31908;Prueba performance insertar ajuste de comision 12593;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081114;39996;2024-11-15;27081114;31909;Prueba performance insertar ajuste de comision 12594;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081115;39906;2024-11-15;27081115;31910;Prueba performance insertar ajuste de comision 12595;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081116;39960;2024-11-15;27081116;31911;Prueba performance insertar ajuste de comision 12596;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081117;39961;2024-11-15;27081117;31912;Prueba performance insertar ajuste de comision 12597;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081118;39962;2024-11-15;27081118;31913;Prueba performance insertar ajuste de comision 12598;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081119;39763;2024-11-15;27081119;31914;Prueba performance insertar ajuste de comision 12599;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081120;39764;2024-11-15;27081120;31915;Prueba performance insertar ajuste de comision 12600;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081121;39765;2024-11-15;27081121;31916;Prueba performance insertar ajuste de comision 12601;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081122;39766;2024-11-15;27081122;31917;Prueba performance insertar ajuste de comision 12602;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081123;39996;2024-11-15;27081123;31918;Prueba performance insertar ajuste de comision 12603;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081124;39906;2024-11-15;27081124;31919;Prueba performance insertar ajuste de comision 12604;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081125;39960;2024-11-15;27081125;31920;Prueba performance insertar ajuste de comision 12605;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081126;39961;2024-11-15;27081126;31921;Prueba performance insertar ajuste de comision 12606;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081127;39962;2024-11-15;27081127;31922;Prueba performance insertar ajuste de comision 12607;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081128;39763;2024-11-15;27081128;31923;Prueba performance insertar ajuste de comision 12608;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081129;39764;2024-11-15;27081129;31924;Prueba performance insertar ajuste de comision 12609;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081130;39765;2024-11-15;27081130;31925;Prueba performance insertar ajuste de comision 12610;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081131;39766;2024-11-15;27081131;31926;Prueba performance insertar ajuste de comision 12611;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081132;39996;2024-11-15;27081132;31927;Prueba performance insertar ajuste de comision 12612;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081133;39766;2024-11-15;27081133;31928;Prueba performance insertar ajuste de comision 12613;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081134;39996;2024-11-15;27081134;31929;Prueba performance insertar ajuste de comision 12614;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081135;39906;2024-11-15;27081135;31930;Prueba performance insertar ajuste de comision 12615;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081136;39960;2024-11-15;27081136;31931;Prueba performance insertar ajuste de comision 12616;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081137;39961;2024-11-15;27081137;31932;Prueba performance insertar ajuste de comision 12617;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081138;39962;2024-11-15;27081138;31933;Prueba performance insertar ajuste de comision 12618;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081139;39763;2024-11-15;27081139;31934;Prueba performance insertar ajuste de comision 12619;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081140;39764;2024-11-15;27081140;31935;Prueba performance insertar ajuste de comision 12620;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081141;39765;2024-11-15;27081141;31936;Prueba performance insertar ajuste de comision 12621;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081142;39766;2024-11-15;27081142;31937;Prueba performance insertar ajuste de comision 12622;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081143;39996;2024-11-15;27081143;31938;Prueba performance insertar ajuste de comision 12623;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081144;39906;2024-11-15;27081144;31939;Prueba performance insertar ajuste de comision 12624;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081145;39960;2024-11-15;27081145;31940;Prueba performance insertar ajuste de comision 12625;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081146;39961;2024-11-15;27081146;31941;Prueba performance insertar ajuste de comision 12626;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081147;39962;2024-11-15;27081147;31942;Prueba performance insertar ajuste de comision 12627;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081148;39763;2024-11-15;27081148;31943;Prueba performance insertar ajuste de comision 12628;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081149;39764;2024-11-15;27081149;31944;Prueba performance insertar ajuste de comision 12629;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081150;39765;2024-11-15;27081150;31945;Prueba performance insertar ajuste de comision 12630;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081151;39766;2024-11-15;27081151;31946;Prueba performance insertar ajuste de comision 12631;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081152;39996;2024-11-15;27081152;31947;Prueba performance insertar ajuste de comision 12632;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081153;39906;2024-11-15;27081153;31948;Prueba performance insertar ajuste de comision 12633;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081154;39960;2024-11-15;27081154;31949;Prueba performance insertar ajuste de comision 12634;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081155;39961;2024-11-15;27081155;31950;Prueba performance insertar ajuste de comision 12635;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081156;39962;2024-11-15;27081156;31951;Prueba performance insertar ajuste de comision 12636;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081157;39763;2024-11-15;27081157;31952;Prueba performance insertar ajuste de comision 12637;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081158;39764;2024-11-15;27081158;31953;Prueba performance insertar ajuste de comision 12638;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081159;39765;2024-11-15;27081159;31954;Prueba performance insertar ajuste de comision 12639;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081160;39766;2024-11-15;27081160;31955;Prueba performance insertar ajuste de comision 12640;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081161;39996;2024-11-15;27081161;31956;Prueba performance insertar ajuste de comision 12641;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081162;39766;2024-11-15;27081162;31957;Prueba performance insertar ajuste de comision 12642;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081163;39996;2024-11-15;27081163;31958;Prueba performance insertar ajuste de comision 12643;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081164;39906;2024-11-15;27081164;31959;Prueba performance insertar ajuste de comision 12644;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081165;39960;2024-11-15;27081165;31960;Prueba performance insertar ajuste de comision 12645;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081166;39961;2024-11-15;27081166;31961;Prueba performance insertar ajuste de comision 12646;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081167;39962;2024-11-15;27081167;31962;Prueba performance insertar ajuste de comision 12647;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081168;39763;2024-11-15;27081168;31963;Prueba performance insertar ajuste de comision 12648;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081169;39764;2024-11-15;27081169;31964;Prueba performance insertar ajuste de comision 12649;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081170;39765;2024-11-15;27081170;31965;Prueba performance insertar ajuste de comision 12650;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081171;39766;2024-11-15;27081171;31966;Prueba performance insertar ajuste de comision 12651;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081172;39996;2024-11-15;27081172;31967;Prueba performance insertar ajuste de comision 12652;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081173;39906;2024-11-15;27081173;31968;Prueba performance insertar ajuste de comision 12653;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081174;39960;2024-11-15;27081174;31969;Prueba performance insertar ajuste de comision 12654;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081175;39961;2024-11-15;27081175;31970;Prueba performance insertar ajuste de comision 12655;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081176;39962;2024-11-15;27081176;31971;Prueba performance insertar ajuste de comision 12656;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081177;39763;2024-11-15;27081177;31972;Prueba performance insertar ajuste de comision 12657;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081178;39764;2024-11-15;27081178;31973;Prueba performance insertar ajuste de comision 12658;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081179;39765;2024-11-15;27081179;31974;Prueba performance insertar ajuste de comision 12659;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081180;39766;2024-11-15;27081180;31975;Prueba performance insertar ajuste de comision 12660;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081181;39996;2024-11-15;27081181;31976;Prueba performance insertar ajuste de comision 12661;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081182;39906;2024-11-15;27081182;31977;Prueba performance insertar ajuste de comision 12662;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081183;39960;2024-11-15;27081183;31978;Prueba performance insertar ajuste de comision 12663;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081184;39961;2024-11-15;27081184;31979;Prueba performance insertar ajuste de comision 12664;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081185;39962;2024-11-15;27081185;31980;Prueba performance insertar ajuste de comision 12665;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081186;39763;2024-11-15;27081186;31981;Prueba performance insertar ajuste de comision 12666;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081187;39764;2024-11-15;27081187;31982;Prueba performance insertar ajuste de comision 12667;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081188;39765;2024-11-15;27081188;31983;Prueba performance insertar ajuste de comision 12668;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081189;39766;2024-11-15;27081189;31984;Prueba performance insertar ajuste de comision 12669;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081190;39996;2024-11-15;27081190;31985;Prueba performance insertar ajuste de comision 12670;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081191;39766;2024-11-15;27081191;31986;Prueba performance insertar ajuste de comision 12671;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081192;39996;2024-11-15;27081192;31987;Prueba performance insertar ajuste de comision 12672;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081193;39906;2024-11-15;27081193;31988;Prueba performance insertar ajuste de comision 12673;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081194;39960;2024-11-15;27081194;31989;Prueba performance insertar ajuste de comision 12674;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081195;39961;2024-11-15;27081195;31990;Prueba performance insertar ajuste de comision 12675;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081196;39962;2024-11-15;27081196;31991;Prueba performance insertar ajuste de comision 12676;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081197;39763;2024-11-15;27081197;31992;Prueba performance insertar ajuste de comision 12677;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081198;39764;2024-11-15;27081198;31993;Prueba performance insertar ajuste de comision 12678;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081199;39765;2024-11-15;27081199;31994;Prueba performance insertar ajuste de comision 12679;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081200;39766;2024-11-15;27081200;31995;Prueba performance insertar ajuste de comision 12680;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081201;39996;2024-11-15;27081201;31996;Prueba performance insertar ajuste de comision 12681;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081202;39906;2024-11-15;27081202;31997;Prueba performance insertar ajuste de comision 12682;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081203;39960;2024-11-15;27081203;31998;Prueba performance insertar ajuste de comision 12683;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081204;39961;2024-11-15;27081204;31999;Prueba performance insertar ajuste de comision 12684;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081205;39962;2024-11-15;27081205;32000;Prueba performance insertar ajuste de comision 12685;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081206;39763;2024-11-15;27081206;32001;Prueba performance insertar ajuste de comision 12686;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081207;39764;2024-11-15;27081207;32002;Prueba performance insertar ajuste de comision 12687;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081208;39765;2024-11-15;27081208;32003;Prueba performance insertar ajuste de comision 12688;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081209;39766;2024-11-15;27081209;32004;Prueba performance insertar ajuste de comision 12689;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081210;39996;2024-11-15;27081210;32005;Prueba performance insertar ajuste de comision 12690;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081211;39906;2024-11-15;27081211;32006;Prueba performance insertar ajuste de comision 12691;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081212;39960;2024-11-15;27081212;32007;Prueba performance insertar ajuste de comision 12692;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081213;39961;2024-11-15;27081213;32008;Prueba performance insertar ajuste de comision 12693;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081214;39962;2024-11-15;27081214;32009;Prueba performance insertar ajuste de comision 12694;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081215;39763;2024-11-15;27081215;32010;Prueba performance insertar ajuste de comision 12695;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081216;39764;2024-11-15;27081216;32011;Prueba performance insertar ajuste de comision 12696;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081217;39765;2024-11-15;27081217;32012;Prueba performance insertar ajuste de comision 12697;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081218;39766;2024-11-15;27081218;32013;Prueba performance insertar ajuste de comision 12698;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081219;39996;2024-11-15;27081219;32014;Prueba performance insertar ajuste de comision 12699;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081220;39766;2024-11-15;27081220;32015;Prueba performance insertar ajuste de comision 12700;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081221;39996;2024-11-15;27081221;32016;Prueba performance insertar ajuste de comision 12701;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081222;39906;2024-11-15;27081222;32017;Prueba performance insertar ajuste de comision 12702;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081223;39960;2024-11-15;27081223;32018;Prueba performance insertar ajuste de comision 12703;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081224;39961;2024-11-15;27081224;32019;Prueba performance insertar ajuste de comision 12704;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081225;39962;2024-11-15;27081225;32020;Prueba performance insertar ajuste de comision 12705;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081226;39763;2024-11-15;27081226;32021;Prueba performance insertar ajuste de comision 12706;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081227;39764;2024-11-15;27081227;32022;Prueba performance insertar ajuste de comision 12707;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081228;39765;2024-11-15;27081228;32023;Prueba performance insertar ajuste de comision 12708;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081229;39766;2024-11-15;27081229;32024;Prueba performance insertar ajuste de comision 12709;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081230;39996;2024-11-15;27081230;32025;Prueba performance insertar ajuste de comision 12710;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081231;39906;2024-11-15;27081231;32026;Prueba performance insertar ajuste de comision 12711;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081232;39960;2024-11-15;27081232;32027;Prueba performance insertar ajuste de comision 12712;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081233;39961;2024-11-15;27081233;32028;Prueba performance insertar ajuste de comision 12713;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081234;39962;2024-11-15;27081234;32029;Prueba performance insertar ajuste de comision 12714;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081235;39763;2024-11-15;27081235;32030;Prueba performance insertar ajuste de comision 12715;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081236;39764;2024-11-15;27081236;32031;Prueba performance insertar ajuste de comision 12716;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081237;39765;2024-11-15;27081237;32032;Prueba performance insertar ajuste de comision 12717;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081238;39766;2024-11-15;27081238;32033;Prueba performance insertar ajuste de comision 12718;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081239;39996;2024-11-15;27081239;32034;Prueba performance insertar ajuste de comision 12719;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081240;39906;2024-11-15;27081240;32035;Prueba performance insertar ajuste de comision 12720;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081241;39960;2024-11-15;27081241;32036;Prueba performance insertar ajuste de comision 12721;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081242;39961;2024-11-15;27081242;32037;Prueba performance insertar ajuste de comision 12722;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081243;39962;2024-11-15;27081243;32038;Prueba performance insertar ajuste de comision 12723;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081244;39763;2024-11-15;27081244;32039;Prueba performance insertar ajuste de comision 12724;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081245;39764;2024-11-15;27081245;32040;Prueba performance insertar ajuste de comision 12725;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081246;39765;2024-11-15;27081246;32041;Prueba performance insertar ajuste de comision 12726;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081247;39766;2024-11-15;27081247;32042;Prueba performance insertar ajuste de comision 12727;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081248;39996;2024-11-15;27081248;32043;Prueba performance insertar ajuste de comision 12728;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081249;39766;2024-11-15;27081249;32044;Prueba performance insertar ajuste de comision 12729;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081250;39996;2024-11-15;27081250;32045;Prueba performance insertar ajuste de comision 12730;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081251;39906;2024-11-15;27081251;32046;Prueba performance insertar ajuste de comision 12731;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081252;39960;2024-11-15;27081252;32047;Prueba performance insertar ajuste de comision 12732;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081253;39961;2024-11-15;27081253;32048;Prueba performance insertar ajuste de comision 12733;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081254;39962;2024-11-15;27081254;32049;Prueba performance insertar ajuste de comision 12734;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081255;39763;2024-11-15;27081255;32050;Prueba performance insertar ajuste de comision 12735;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081256;39764;2024-11-15;27081256;32051;Prueba performance insertar ajuste de comision 12736;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081257;39765;2024-11-15;27081257;32052;Prueba performance insertar ajuste de comision 12737;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081258;39766;2024-11-15;27081258;32053;Prueba performance insertar ajuste de comision 12738;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081259;39996;2024-11-15;27081259;32054;Prueba performance insertar ajuste de comision 12739;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081260;39906;2024-11-15;27081260;32055;Prueba performance insertar ajuste de comision 12740;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081261;39960;2024-11-15;27081261;32056;Prueba performance insertar ajuste de comision 12741;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081262;39961;2024-11-15;27081262;32057;Prueba performance insertar ajuste de comision 12742;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081263;39962;2024-11-15;27081263;32058;Prueba performance insertar ajuste de comision 12743;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081264;39763;2024-11-15;27081264;32059;Prueba performance insertar ajuste de comision 12744;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081265;39764;2024-11-15;27081265;32060;Prueba performance insertar ajuste de comision 12745;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081266;39765;2024-11-15;27081266;32061;Prueba performance insertar ajuste de comision 12746;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081267;39766;2024-11-15;27081267;32062;Prueba performance insertar ajuste de comision 12747;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081268;39996;2024-11-15;27081268;32063;Prueba performance insertar ajuste de comision 12748;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081269;39906;2024-11-15;27081269;32064;Prueba performance insertar ajuste de comision 12749;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081270;39960;2024-11-15;27081270;32065;Prueba performance insertar ajuste de comision 12750;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081271;39961;2024-11-15;27081271;32066;Prueba performance insertar ajuste de comision 12751;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081272;39962;2024-11-15;27081272;32067;Prueba performance insertar ajuste de comision 12752;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081273;39763;2024-11-15;27081273;32068;Prueba performance insertar ajuste de comision 12753;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081274;39764;2024-11-15;27081274;32069;Prueba performance insertar ajuste de comision 12754;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081275;39765;2024-11-15;27081275;32070;Prueba performance insertar ajuste de comision 12755;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081276;39766;2024-11-15;27081276;32071;Prueba performance insertar ajuste de comision 12756;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081277;39996;2024-11-15;27081277;32072;Prueba performance insertar ajuste de comision 12757;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081278;39766;2024-11-15;27081278;32073;Prueba performance insertar ajuste de comision 12758;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081279;39996;2024-11-15;27081279;32074;Prueba performance insertar ajuste de comision 12759;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081280;39906;2024-11-15;27081280;32075;Prueba performance insertar ajuste de comision 12760;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081281;39960;2024-11-15;27081281;32076;Prueba performance insertar ajuste de comision 12761;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081282;39961;2024-11-15;27081282;32077;Prueba performance insertar ajuste de comision 12762;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081283;39962;2024-11-15;27081283;32078;Prueba performance insertar ajuste de comision 12763;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081284;39763;2024-11-15;27081284;32079;Prueba performance insertar ajuste de comision 12764;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081285;39764;2024-11-15;27081285;32080;Prueba performance insertar ajuste de comision 12765;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081286;39765;2024-11-15;27081286;32081;Prueba performance insertar ajuste de comision 12766;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081287;39766;2024-11-15;27081287;32082;Prueba performance insertar ajuste de comision 12767;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081288;39996;2024-11-15;27081288;32083;Prueba performance insertar ajuste de comision 12768;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081289;39906;2024-11-15;27081289;32084;Prueba performance insertar ajuste de comision 12769;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081290;39960;2024-11-15;27081290;32085;Prueba performance insertar ajuste de comision 12770;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081291;39961;2024-11-15;27081291;32086;Prueba performance insertar ajuste de comision 12771;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081292;39962;2024-11-15;27081292;32087;Prueba performance insertar ajuste de comision 12772;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081293;39763;2024-11-15;27081293;32088;Prueba performance insertar ajuste de comision 12773;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081294;39764;2024-11-15;27081294;32089;Prueba performance insertar ajuste de comision 12774;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081295;39765;2024-11-15;27081295;32090;Prueba performance insertar ajuste de comision 12775;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081296;39766;2024-11-15;27081296;32091;Prueba performance insertar ajuste de comision 12776;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081297;39996;2024-11-15;27081297;32092;Prueba performance insertar ajuste de comision 12777;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081298;39906;2024-11-15;27081298;32093;Prueba performance insertar ajuste de comision 12778;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081299;39960;2024-11-15;27081299;32094;Prueba performance insertar ajuste de comision 12779;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081300;39961;2024-11-15;27081300;32095;Prueba performance insertar ajuste de comision 12780;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081301;39962;2024-11-15;27081301;32096;Prueba performance insertar ajuste de comision 12781;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27081302;39763;2024-11-15;27081302;32097;Prueba performance insertar ajuste de comision 12782;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
