cdmvto_sinc_billeteraIAC;cdusuarioIAC;femvtoIAC;cdnumero_transaccionIAC;vrmvtoIAC;dsdescripcion_mvtoIAC;cdtipo_mvtoIAC;cdtipo_ajusteIAC;cdorigen_ajusteIAC;cdmvto_relacionIAC;cdusuario_ingresaIAC;feingresaIAC;femodificaIAC;cdmovimiento_referenciaIAC;dsplacaIAC;cdpunto_atencionIAC;cdtipo_consumoIAC;vrajusteIAC;cdajusteIAC
24097711;36468;2024-11-15;24097711;31203;Prueba performance insertar ajuste de consumo 11889;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097712;36468;2024-11-15;24097712;31204;Prueba performance insertar ajuste de consumo 11890;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097713;36468;2024-11-15;24097713;31205;Prueba performance insertar ajuste de consumo 11891;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097714;36468;2024-11-15;24097714;31206;Prueba performance insertar ajuste de consumo 11892;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097715;36468;2024-11-15;24097715;31207;Prueba performance insertar ajuste de consumo 11893;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097716;36468;2024-11-15;24097716;31208;Prueba performance insertar ajuste de consumo 11894;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097717;36468;2024-11-15;24097717;31209;Prueba performance insertar ajuste de consumo 11895;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097718;36468;2024-11-15;24097718;31210;Prueba performance insertar ajuste de consumo 11896;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097719;36468;2024-11-15;24097719;31211;Prueba performance insertar ajuste de consumo 11897;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097720;36468;2024-11-15;24097720;31212;Prueba performance insertar ajuste de consumo 11898;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097721;36468;2024-11-15;24097721;31213;Prueba performance insertar ajuste de consumo 11899;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097722;36468;2024-11-15;24097722;31214;Prueba performance insertar ajuste de consumo 11900;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097723;36468;2024-11-15;24097723;31215;Prueba performance insertar ajuste de consumo 11901;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097724;36468;2024-11-15;24097724;31216;Prueba performance insertar ajuste de consumo 11902;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097725;36468;2024-11-15;24097725;31217;Prueba performance insertar ajuste de consumo 11903;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097726;36468;2024-11-15;24097726;31218;Prueba performance insertar ajuste de consumo 11904;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097727;36468;2024-11-15;24097727;31219;Prueba performance insertar ajuste de consumo 11905;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097728;36468;2024-11-15;24097728;31220;Prueba performance insertar ajuste de consumo 11906;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097729;36468;2024-11-15;24097729;31221;Prueba performance insertar ajuste de consumo 11907;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097730;36468;2024-11-15;24097730;31222;Prueba performance insertar ajuste de consumo 11908;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097731;36468;2024-11-15;24097731;31223;Prueba performance insertar ajuste de consumo 11909;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097732;36468;2024-11-15;24097732;31224;Prueba performance insertar ajuste de consumo 11910;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097733;36468;2024-11-15;24097733;31225;Prueba performance insertar ajuste de consumo 11911;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097734;36468;2024-11-15;24097734;31226;Prueba performance insertar ajuste de consumo 11912;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097735;36468;2024-11-15;24097735;31227;Prueba performance insertar ajuste de consumo 11913;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097736;36468;2024-11-15;24097736;31228;Prueba performance insertar ajuste de consumo 11914;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097737;36468;2024-11-15;24097737;31229;Prueba performance insertar ajuste de consumo 11915;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097738;36468;2024-11-15;24097738;31230;Prueba performance insertar ajuste de consumo 11916;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097739;36468;2024-11-15;24097739;31231;Prueba performance insertar ajuste de consumo 11917;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097740;36468;2024-11-15;24097740;31232;Prueba performance insertar ajuste de consumo 11918;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097741;36468;2024-11-15;24097741;31233;Prueba performance insertar ajuste de consumo 11919;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097742;36468;2024-11-15;24097742;31234;Prueba performance insertar ajuste de consumo 11920;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097743;36468;2024-11-15;24097743;31235;Prueba performance insertar ajuste de consumo 11921;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097744;36468;2024-11-15;24097744;31236;Prueba performance insertar ajuste de consumo 11922;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097745;36468;2024-11-15;24097745;31237;Prueba performance insertar ajuste de consumo 11923;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097746;36468;2024-11-15;24097746;31238;Prueba performance insertar ajuste de consumo 11924;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097747;36468;2024-11-15;24097747;31239;Prueba performance insertar ajuste de consumo 11925;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097748;36468;2024-11-15;24097748;31240;Prueba performance insertar ajuste de consumo 11926;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097749;36468;2024-11-15;24097749;31241;Prueba performance insertar ajuste de consumo 11927;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097750;36468;2024-11-15;24097750;31242;Prueba performance insertar ajuste de consumo 11928;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097751;36468;2024-11-15;24097751;31243;Prueba performance insertar ajuste de consumo 11929;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097752;36468;2024-11-15;24097752;31244;Prueba performance insertar ajuste de consumo 11930;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097753;36468;2024-11-15;24097753;31245;Prueba performance insertar ajuste de consumo 11931;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097754;36468;2024-11-15;24097754;31246;Prueba performance insertar ajuste de consumo 11932;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097755;36468;2024-11-15;24097755;31247;Prueba performance insertar ajuste de consumo 11933;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097756;36468;2024-11-15;24097756;31248;Prueba performance insertar ajuste de consumo 11934;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097757;36468;2024-11-15;24097757;31249;Prueba performance insertar ajuste de consumo 11935;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097758;36468;2024-11-15;24097758;31250;Prueba performance insertar ajuste de consumo 11936;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097759;36468;2024-11-15;24097759;31251;Prueba performance insertar ajuste de consumo 11937;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097760;36468;2024-11-15;24097760;31252;Prueba performance insertar ajuste de consumo 11938;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097761;36468;2024-11-15;24097761;31253;Prueba performance insertar ajuste de consumo 11939;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097762;36468;2024-11-15;24097762;31254;Prueba performance insertar ajuste de consumo 11940;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097763;36468;2024-11-15;24097763;31255;Prueba performance insertar ajuste de consumo 11941;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097764;36468;2024-11-15;24097764;31256;Prueba performance insertar ajuste de consumo 11942;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097765;36468;2024-11-15;24097765;31257;Prueba performance insertar ajuste de consumo 11943;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097766;36468;2024-11-15;24097766;31258;Prueba performance insertar ajuste de consumo 11944;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097767;36468;2024-11-15;24097767;31259;Prueba performance insertar ajuste de consumo 11945;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097768;36468;2024-11-15;24097768;31260;Prueba performance insertar ajuste de consumo 11946;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097769;36468;2024-11-15;24097769;31261;Prueba performance insertar ajuste de consumo 11947;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097770;36468;2024-11-15;24097770;31262;Prueba performance insertar ajuste de consumo 11948;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097771;36468;2024-11-15;24097771;31263;Prueba performance insertar ajuste de consumo 11949;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097772;36468;2024-11-15;24097772;31264;Prueba performance insertar ajuste de consumo 11950;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097773;36468;2024-11-15;24097773;31265;Prueba performance insertar ajuste de consumo 11951;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097774;36468;2024-11-15;24097774;31266;Prueba performance insertar ajuste de consumo 11952;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097775;36468;2024-11-15;24097775;31267;Prueba performance insertar ajuste de consumo 11953;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097776;36468;2024-11-15;24097776;31268;Prueba performance insertar ajuste de consumo 11954;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097777;36468;2024-11-15;24097777;31269;Prueba performance insertar ajuste de consumo 11955;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097778;36468;2024-11-15;24097778;31270;Prueba performance insertar ajuste de consumo 11956;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097779;36468;2024-11-15;24097779;31271;Prueba performance insertar ajuste de consumo 11957;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097780;36468;2024-11-15;24097780;31272;Prueba performance insertar ajuste de consumo 11958;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097781;36468;2024-11-15;24097781;31273;Prueba performance insertar ajuste de consumo 11959;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097782;36468;2024-11-15;24097782;31274;Prueba performance insertar ajuste de consumo 11960;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097783;36468;2024-11-15;24097783;31275;Prueba performance insertar ajuste de consumo 11961;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097784;36468;2024-11-15;24097784;31276;Prueba performance insertar ajuste de consumo 11962;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097785;36468;2024-11-15;24097785;31277;Prueba performance insertar ajuste de consumo 11963;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097786;36468;2024-11-15;24097786;31278;Prueba performance insertar ajuste de consumo 11964;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097787;36468;2024-11-15;24097787;31279;Prueba performance insertar ajuste de consumo 11965;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097788;36468;2024-11-15;24097788;31280;Prueba performance insertar ajuste de consumo 11966;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097789;36468;2024-11-15;24097789;31281;Prueba performance insertar ajuste de consumo 11967;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097790;36468;2024-11-15;24097790;31282;Prueba performance insertar ajuste de consumo 11968;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097791;36468;2024-11-15;24097791;31283;Prueba performance insertar ajuste de consumo 11969;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097792;36468;2024-11-15;24097792;31284;Prueba performance insertar ajuste de consumo 11970;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097793;36468;2024-11-15;24097793;31285;Prueba performance insertar ajuste de consumo 11971;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097794;36468;2024-11-15;24097794;31286;Prueba performance insertar ajuste de consumo 11972;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097795;36468;2024-11-15;24097795;31287;Prueba performance insertar ajuste de consumo 11973;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097796;36468;2024-11-15;24097796;31288;Prueba performance insertar ajuste de consumo 11974;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097797;36468;2024-11-15;24097797;31289;Prueba performance insertar ajuste de consumo 11975;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097798;36468;2024-11-15;24097798;31290;Prueba performance insertar ajuste de consumo 11976;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097799;36468;2024-11-15;24097799;31291;Prueba performance insertar ajuste de consumo 11977;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097800;36468;2024-11-15;24097800;31292;Prueba performance insertar ajuste de consumo 11978;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097801;36468;2024-11-15;24097801;31293;Prueba performance insertar ajuste de consumo 11979;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097802;36468;2024-11-15;24097802;31294;Prueba performance insertar ajuste de consumo 11980;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097803;36468;2024-11-15;24097803;31295;Prueba performance insertar ajuste de consumo 11981;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097804;36468;2024-11-15;24097804;31296;Prueba performance insertar ajuste de consumo 11982;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097805;36468;2024-11-15;24097805;31297;Prueba performance insertar ajuste de consumo 11983;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097806;36468;2024-11-15;24097806;31298;Prueba performance insertar ajuste de consumo 11984;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097807;36468;2024-11-15;24097807;31299;Prueba performance insertar ajuste de consumo 11985;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097808;36468;2024-11-15;24097808;31300;Prueba performance insertar ajuste de consumo 11986;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097809;36468;2024-11-15;24097809;31301;Prueba performance insertar ajuste de consumo 11987;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097810;36468;2024-11-15;24097810;31302;Prueba performance insertar ajuste de consumo 11988;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097811;36468;2024-11-15;24097811;31303;Prueba performance insertar ajuste de consumo 11989;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097812;36468;2024-11-15;24097812;31304;Prueba performance insertar ajuste de consumo 11990;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097813;36468;2024-11-15;24097813;31305;Prueba performance insertar ajuste de consumo 11991;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097814;36468;2024-11-15;24097814;31306;Prueba performance insertar ajuste de consumo 11992;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097815;36468;2024-11-15;24097815;31307;Prueba performance insertar ajuste de consumo 11993;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097816;36468;2024-11-15;24097816;31308;Prueba performance insertar ajuste de consumo 11994;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097817;36468;2024-11-15;24097817;31309;Prueba performance insertar ajuste de consumo 11995;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097818;36468;2024-11-15;24097818;31310;Prueba performance insertar ajuste de consumo 11996;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097819;36468;2024-11-15;24097819;31311;Prueba performance insertar ajuste de consumo 11997;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097820;36468;2024-11-15;24097820;31312;Prueba performance insertar ajuste de consumo 11998;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097821;36468;2024-11-15;24097821;31313;Prueba performance insertar ajuste de consumo 11999;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097822;36468;2024-11-15;24097822;31314;Prueba performance insertar ajuste de consumo 12000;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097823;36468;2024-11-15;24097823;31315;Prueba performance insertar ajuste de consumo 12001;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097824;36468;2024-11-15;24097824;31316;Prueba performance insertar ajuste de consumo 12002;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097825;36468;2024-11-15;24097825;31317;Prueba performance insertar ajuste de consumo 12003;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097826;36468;2024-11-15;24097826;31318;Prueba performance insertar ajuste de consumo 12004;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097827;36468;2024-11-15;24097827;31319;Prueba performance insertar ajuste de consumo 12005;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097828;36468;2024-11-15;24097828;31320;Prueba performance insertar ajuste de consumo 12006;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097829;36468;2024-11-15;24097829;31321;Prueba performance insertar ajuste de consumo 12007;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097830;36468;2024-11-15;24097830;31322;Prueba performance insertar ajuste de consumo 12008;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097831;36468;2024-11-15;24097831;31323;Prueba performance insertar ajuste de consumo 12009;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097832;36468;2024-11-15;24097832;31324;Prueba performance insertar ajuste de consumo 12010;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097833;36468;2024-11-15;24097833;31325;Prueba performance insertar ajuste de consumo 12011;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097834;36468;2024-11-15;24097834;31326;Prueba performance insertar ajuste de consumo 12012;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097835;36468;2024-11-15;24097835;31327;Prueba performance insertar ajuste de consumo 12013;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097836;36468;2024-11-15;24097836;31328;Prueba performance insertar ajuste de consumo 12014;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097837;36468;2024-11-15;24097837;31329;Prueba performance insertar ajuste de consumo 12015;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097838;36468;2024-11-15;24097838;31330;Prueba performance insertar ajuste de consumo 12016;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097839;36468;2024-11-15;24097839;31331;Prueba performance insertar ajuste de consumo 12017;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097840;36468;2024-11-15;24097840;31332;Prueba performance insertar ajuste de consumo 12018;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097841;36468;2024-11-15;24097841;31333;Prueba performance insertar ajuste de consumo 12019;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097842;36468;2024-11-15;24097842;31334;Prueba performance insertar ajuste de consumo 12020;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097843;36468;2024-11-15;24097843;31335;Prueba performance insertar ajuste de consumo 12021;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097844;36468;2024-11-15;24097844;31336;Prueba performance insertar ajuste de consumo 12022;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097845;36468;2024-11-15;24097845;31337;Prueba performance insertar ajuste de consumo 12023;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097846;36468;2024-11-15;24097846;31338;Prueba performance insertar ajuste de consumo 12024;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097847;36468;2024-11-15;24097847;31339;Prueba performance insertar ajuste de consumo 12025;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097848;36468;2024-11-15;24097848;31340;Prueba performance insertar ajuste de consumo 12026;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097849;36468;2024-11-15;24097849;31341;Prueba performance insertar ajuste de consumo 12027;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097850;36468;2024-11-15;24097850;31342;Prueba performance insertar ajuste de consumo 12028;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097851;36468;2024-11-15;24097851;31343;Prueba performance insertar ajuste de consumo 12029;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097852;36468;2024-11-15;24097852;31344;Prueba performance insertar ajuste de consumo 12030;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097853;36468;2024-11-15;24097853;31345;Prueba performance insertar ajuste de consumo 12031;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097854;36468;2024-11-15;24097854;31346;Prueba performance insertar ajuste de consumo 12032;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097855;36468;2024-11-15;24097855;31347;Prueba performance insertar ajuste de consumo 12033;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097856;36468;2024-11-15;24097856;31348;Prueba performance insertar ajuste de consumo 12034;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097857;36468;2024-11-15;24097857;31349;Prueba performance insertar ajuste de consumo 12035;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097858;36468;2024-11-15;24097858;31350;Prueba performance insertar ajuste de consumo 12036;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097859;36468;2024-11-15;24097859;31351;Prueba performance insertar ajuste de consumo 12037;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097860;36468;2024-11-15;24097860;31352;Prueba performance insertar ajuste de consumo 12038;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097861;36468;2024-11-15;24097861;31353;Prueba performance insertar ajuste de consumo 12039;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097862;36468;2024-11-15;24097862;31354;Prueba performance insertar ajuste de consumo 12040;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097863;36468;2024-11-15;24097863;31355;Prueba performance insertar ajuste de consumo 12041;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097864;36468;2024-11-15;24097864;31356;Prueba performance insertar ajuste de consumo 12042;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097865;36468;2024-11-15;24097865;31357;Prueba performance insertar ajuste de consumo 12043;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097866;36468;2024-11-15;24097866;31358;Prueba performance insertar ajuste de consumo 12044;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097867;36468;2024-11-15;24097867;31359;Prueba performance insertar ajuste de consumo 12045;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097868;36468;2024-11-15;24097868;31360;Prueba performance insertar ajuste de consumo 12046;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097869;36468;2024-11-15;24097869;31361;Prueba performance insertar ajuste de consumo 12047;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097870;36468;2024-11-15;24097870;31362;Prueba performance insertar ajuste de consumo 12048;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097871;36468;2024-11-15;24097871;31363;Prueba performance insertar ajuste de consumo 12049;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097872;36468;2024-11-15;24097872;31364;Prueba performance insertar ajuste de consumo 12050;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097873;36468;2024-11-15;24097873;31365;Prueba performance insertar ajuste de consumo 12051;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097874;36468;2024-11-15;24097874;31366;Prueba performance insertar ajuste de consumo 12052;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24097875;36468;2024-11-15;24097875;31367;Prueba performance insertar ajuste de consumo 12053;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24097876;36468;2024-11-15;24097876;31368;Prueba performance insertar ajuste de consumo 12054;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097877;36468;2024-11-15;24097877;31369;Prueba performance insertar ajuste de consumo 12055;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097878;36468;2024-11-15;24097878;31370;Prueba performance insertar ajuste de consumo 12056;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097879;36468;2024-11-15;24097879;31371;Prueba performance insertar ajuste de consumo 12057;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097880;36468;2024-11-15;24097880;31372;Prueba performance insertar ajuste de consumo 12058;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097881;36468;2024-11-15;24097881;31373;Prueba performance insertar ajuste de consumo 12059;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097882;36468;2024-11-15;24097882;31374;Prueba performance insertar ajuste de consumo 12060;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24097883;36468;2024-11-15;24097883;31375;Prueba performance insertar ajuste de consumo 12061;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24097884;36468;2024-11-15;24097884;31376;Prueba performance insertar ajuste de consumo 12062;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24097885;36468;2024-11-15;24097885;31377;Prueba performance insertar ajuste de consumo 12063;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24097886;36468;2024-11-15;24097886;31378;Prueba performance insertar ajuste de consumo 12064;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24097887;36468;2024-11-15;24097887;31379;Prueba performance insertar ajuste de consumo 12065;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24097888;36468;2024-11-15;24097888;31380;Prueba performance insertar ajuste de consumo 12066;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
