cdmvto_sinc_billeteraIR;cdusuarioIR;femvtoIR;cdnumero_transaccionIR;vrmvtoIR;dsdescripcion_mvtoIR;cdtipo_mvtoIR;cdtipo_ajusteIR;cdorigen_ajusteIR;cdmvto_relacionIR;cdusuario_ingresaIR;feingresaIR;femodificaIR;cdmovimiento_referenciaIR;dsplacaIR;cdpunto_atencionIR;cdtipo_consumoIR;vrajusteIR;cdajusteIR
24066236;39763;2024-11-15;24066236;22228;Prueba performance insertar recarga 12921;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066237;39764;2024-11-15;24066237;22229;Prueba performance insertar recarga 12922;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066238;39765;2024-11-15;24066238;22230;Prueba performance insertar recarga 12923;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066239;39766;2024-11-15;24066239;22231;Prueba performance insertar recarga 12924;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066240;39763;2024-11-15;24066240;22232;Prueba performance insertar recarga 12925;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066241;39763;2024-11-15;24066241;22233;Prueba performance insertar recarga 12926;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066242;39764;2024-11-15;24066242;22234;Prueba performance insertar recarga 12927;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066243;39765;2024-11-15;24066243;22235;Prueba performance insertar recarga 12928;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066244;39766;2024-11-15;24066244;22236;Prueba performance insertar recarga 12929;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066245;39763;2024-11-15;24066245;22237;Prueba performance insertar recarga 12930;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066246;39763;2024-11-15;24066246;22238;Prueba performance insertar recarga 12931;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066247;39764;2024-11-15;24066247;22239;Prueba performance insertar recarga 12932;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066248;39765;2024-11-15;24066248;22240;Prueba performance insertar recarga 12933;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066249;39766;2024-11-15;24066249;22241;Prueba performance insertar recarga 12934;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066250;39765;2024-11-15;24066250;22242;Prueba performance insertar recarga 12935;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066251;39766;2024-11-15;24066251;22243;Prueba performance insertar recarga 12936;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066252;39763;2024-11-15;24066252;22244;Prueba performance insertar recarga 12937;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066253;39763;2024-11-15;24066253;22245;Prueba performance insertar recarga 12938;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066254;39764;2024-11-15;24066254;22246;Prueba performance insertar recarga 12939;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066255;39765;2024-11-15;24066255;22247;Prueba performance insertar recarga 12940;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066256;39766;2024-11-15;24066256;22248;Prueba performance insertar recarga 12941;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066257;39763;2024-11-15;24066257;22249;Prueba performance insertar recarga 12942;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066258;39763;2024-11-15;24066258;22250;Prueba performance insertar recarga 12943;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066259;39764;2024-11-15;24066259;22251;Prueba performance insertar recarga 12944;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066260;39765;2024-11-15;24066260;22252;Prueba performance insertar recarga 12945;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066261;39766;2024-11-15;24066261;22253;Prueba performance insertar recarga 12946;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066262;39763;2024-11-15;24066262;22254;Prueba performance insertar recarga 12947;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066263;39763;2024-11-15;24066263;22255;Prueba performance insertar recarga 12948;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066264;39764;2024-11-15;24066264;22256;Prueba performance insertar recarga 12949;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066265;39765;2024-11-15;24066265;22257;Prueba performance insertar recarga 12950;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066266;39766;2024-11-15;24066266;22258;Prueba performance insertar recarga 12951;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066267;39763;2024-11-15;24066267;22259;Prueba performance insertar recarga 12952;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066268;39763;2024-11-15;24066268;22260;Prueba performance insertar recarga 12953;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066269;39764;2024-11-15;24066269;22261;Prueba performance insertar recarga 12954;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066270;39765;2024-11-15;24066270;22262;Prueba performance insertar recarga 12955;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066271;39766;2024-11-15;24066271;22263;Prueba performance insertar recarga 12956;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066272;39763;2024-11-15;24066272;22264;Prueba performance insertar recarga 12957;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066273;39763;2024-11-15;24066273;22265;Prueba performance insertar recarga 12958;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066274;39764;2024-11-15;24066274;22266;Prueba performance insertar recarga 12959;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066275;39765;2024-11-15;24066275;22267;Prueba performance insertar recarga 12960;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066276;39766;2024-11-15;24066276;22268;Prueba performance insertar recarga 12961;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066277;39765;2024-11-15;24066277;22269;Prueba performance insertar recarga 12962;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066278;39766;2024-11-15;24066278;22270;Prueba performance insertar recarga 12963;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066279;39763;2024-11-15;24066279;22271;Prueba performance insertar recarga 12964;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066280;39763;2024-11-15;24066280;22272;Prueba performance insertar recarga 12965;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066281;39764;2024-11-15;24066281;22273;Prueba performance insertar recarga 12966;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066282;39765;2024-11-15;24066282;22274;Prueba performance insertar recarga 12967;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066283;39766;2024-11-15;24066283;22275;Prueba performance insertar recarga 12968;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066284;39763;2024-11-15;24066284;22276;Prueba performance insertar recarga 12969;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066285;39763;2024-11-15;24066285;22277;Prueba performance insertar recarga 12970;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066286;39764;2024-11-15;24066286;22278;Prueba performance insertar recarga 12971;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066287;39765;2024-11-15;24066287;22279;Prueba performance insertar recarga 12972;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066288;39766;2024-11-15;24066288;22280;Prueba performance insertar recarga 12973;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066289;39763;2024-11-15;24066289;22281;Prueba performance insertar recarga 12974;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066290;39763;2024-11-15;24066290;22282;Prueba performance insertar recarga 12975;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066291;39764;2024-11-15;24066291;22283;Prueba performance insertar recarga 12976;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066292;39765;2024-11-15;24066292;22284;Prueba performance insertar recarga 12977;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066293;39766;2024-11-15;24066293;22285;Prueba performance insertar recarga 12978;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066294;39763;2024-11-15;24066294;22286;Prueba performance insertar recarga 12979;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066295;39763;2024-11-15;24066295;22287;Prueba performance insertar recarga 12980;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066296;39764;2024-11-15;24066296;22288;Prueba performance insertar recarga 12981;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066297;39765;2024-11-15;24066297;22289;Prueba performance insertar recarga 12982;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066298;39766;2024-11-15;24066298;22290;Prueba performance insertar recarga 12983;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066299;39763;2024-11-15;24066299;22291;Prueba performance insertar recarga 12984;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066300;39763;2024-11-15;24066300;22292;Prueba performance insertar recarga 12985;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066301;39764;2024-11-15;24066301;22293;Prueba performance insertar recarga 12986;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066302;39765;2024-11-15;24066302;22294;Prueba performance insertar recarga 12987;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066303;39766;2024-11-15;24066303;22295;Prueba performance insertar recarga 12988;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066304;39765;2024-11-15;24066304;22296;Prueba performance insertar recarga 12989;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066305;39766;2024-11-15;24066305;22297;Prueba performance insertar recarga 12990;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066306;39763;2024-11-15;24066306;22298;Prueba performance insertar recarga 12991;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066307;39763;2024-11-15;24066307;22299;Prueba performance insertar recarga 12992;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066308;39764;2024-11-15;24066308;22300;Prueba performance insertar recarga 12993;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066309;39765;2024-11-15;24066309;22301;Prueba performance insertar recarga 12994;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066310;39766;2024-11-15;24066310;22302;Prueba performance insertar recarga 12995;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066311;39763;2024-11-15;24066311;22303;Prueba performance insertar recarga 12996;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066312;39763;2024-11-15;24066312;22304;Prueba performance insertar recarga 12997;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066313;39764;2024-11-15;24066313;22305;Prueba performance insertar recarga 12998;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066314;39765;2024-11-15;24066314;22306;Prueba performance insertar recarga 12999;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066315;39766;2024-11-15;24066315;22307;Prueba performance insertar recarga 13000;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066316;39763;2024-11-15;24066316;22308;Prueba performance insertar recarga 13001;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066317;39763;2024-11-15;24066317;22309;Prueba performance insertar recarga 13002;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066318;39764;2024-11-15;24066318;22310;Prueba performance insertar recarga 13003;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066319;39765;2024-11-15;24066319;22311;Prueba performance insertar recarga 13004;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066320;39766;2024-11-15;24066320;22312;Prueba performance insertar recarga 13005;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066321;39763;2024-11-15;24066321;22313;Prueba performance insertar recarga 13006;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066322;39763;2024-11-15;24066322;22314;Prueba performance insertar recarga 13007;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066323;39764;2024-11-15;24066323;22315;Prueba performance insertar recarga 13008;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066324;39765;2024-11-15;24066324;22316;Prueba performance insertar recarga 13009;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066325;39766;2024-11-15;24066325;22317;Prueba performance insertar recarga 13010;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066326;39763;2024-11-15;24066326;22318;Prueba performance insertar recarga 13011;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066327;39763;2024-11-15;24066327;22319;Prueba performance insertar recarga 13012;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066328;39764;2024-11-15;24066328;22320;Prueba performance insertar recarga 13013;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066329;39765;2024-11-15;24066329;22321;Prueba performance insertar recarga 13014;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066330;39766;2024-11-15;24066330;22322;Prueba performance insertar recarga 13015;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066331;39765;2024-11-15;24066331;22323;Prueba performance insertar recarga 13016;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066332;39766;2024-11-15;24066332;22324;Prueba performance insertar recarga 13017;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066333;39763;2024-11-15;24066333;22325;Prueba performance insertar recarga 13018;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066334;39763;2024-11-15;24066334;22326;Prueba performance insertar recarga 13019;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066335;39764;2024-11-15;24066335;22327;Prueba performance insertar recarga 13020;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066336;39765;2024-11-15;24066336;22328;Prueba performance insertar recarga 13021;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066337;39766;2024-11-15;24066337;22329;Prueba performance insertar recarga 13022;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066338;39763;2024-11-15;24066338;22330;Prueba performance insertar recarga 13023;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066339;39763;2024-11-15;24066339;22331;Prueba performance insertar recarga 13024;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066340;39764;2024-11-15;24066340;22332;Prueba performance insertar recarga 13025;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066341;39765;2024-11-15;24066341;22333;Prueba performance insertar recarga 13026;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066342;39766;2024-11-15;24066342;22334;Prueba performance insertar recarga 13027;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066343;39763;2024-11-15;24066343;22335;Prueba performance insertar recarga 13028;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066344;39763;2024-11-15;24066344;22336;Prueba performance insertar recarga 13029;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066345;39764;2024-11-15;24066345;22337;Prueba performance insertar recarga 13030;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066346;39765;2024-11-15;24066346;22338;Prueba performance insertar recarga 13031;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066347;39766;2024-11-15;24066347;22339;Prueba performance insertar recarga 13032;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066348;39763;2024-11-15;24066348;22340;Prueba performance insertar recarga 13033;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066349;39763;2024-11-15;24066349;22341;Prueba performance insertar recarga 13034;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066350;39764;2024-11-15;24066350;22342;Prueba performance insertar recarga 13035;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066351;39765;2024-11-15;24066351;22343;Prueba performance insertar recarga 13036;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066352;39766;2024-11-15;24066352;22344;Prueba performance insertar recarga 13037;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066353;39763;2024-11-15;24066353;22345;Prueba performance insertar recarga 13038;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066354;39763;2024-11-15;24066354;22346;Prueba performance insertar recarga 13039;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066355;39764;2024-11-15;24066355;22347;Prueba performance insertar recarga 13040;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066356;39765;2024-11-15;24066356;22348;Prueba performance insertar recarga 13041;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066357;39766;2024-11-15;24066357;22349;Prueba performance insertar recarga 13042;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066358;39765;2024-11-15;24066358;22350;Prueba performance insertar recarga 13043;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066359;39766;2024-11-15;24066359;22351;Prueba performance insertar recarga 13044;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066360;39763;2024-11-15;24066360;22352;Prueba performance insertar recarga 13045;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066361;39763;2024-11-15;24066361;22353;Prueba performance insertar recarga 13046;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066362;39764;2024-11-15;24066362;22354;Prueba performance insertar recarga 13047;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066363;39765;2024-11-15;24066363;22355;Prueba performance insertar recarga 13048;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066364;39766;2024-11-15;24066364;22356;Prueba performance insertar recarga 13049;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066365;39763;2024-11-15;24066365;22357;Prueba performance insertar recarga 13050;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066366;39763;2024-11-15;24066366;22358;Prueba performance insertar recarga 13051;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066367;39764;2024-11-15;24066367;22359;Prueba performance insertar recarga 13052;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066368;39765;2024-11-15;24066368;22360;Prueba performance insertar recarga 13053;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066369;39766;2024-11-15;24066369;22361;Prueba performance insertar recarga 13054;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066370;39763;2024-11-15;24066370;22362;Prueba performance insertar recarga 13055;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066371;39763;2024-11-15;24066371;22363;Prueba performance insertar recarga 13056;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066372;39764;2024-11-15;24066372;22364;Prueba performance insertar recarga 13057;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066373;39765;2024-11-15;24066373;22365;Prueba performance insertar recarga 13058;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066374;39766;2024-11-15;24066374;22366;Prueba performance insertar recarga 13059;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066375;39763;2024-11-15;24066375;22367;Prueba performance insertar recarga 13060;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066376;39763;2024-11-15;24066376;22368;Prueba performance insertar recarga 13061;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066377;39764;2024-11-15;24066377;22369;Prueba performance insertar recarga 13062;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066378;39765;2024-11-15;24066378;22370;Prueba performance insertar recarga 13063;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066379;39766;2024-11-15;24066379;22371;Prueba performance insertar recarga 13064;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066380;39763;2024-11-15;24066380;22372;Prueba performance insertar recarga 13065;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066381;39763;2024-11-15;24066381;22373;Prueba performance insertar recarga 13066;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066382;39764;2024-11-15;24066382;22374;Prueba performance insertar recarga 13067;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066383;39765;2024-11-15;24066383;22375;Prueba performance insertar recarga 13068;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066384;39766;2024-11-15;24066384;22376;Prueba performance insertar recarga 13069;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066385;39765;2024-11-15;24066385;22377;Prueba performance insertar recarga 13070;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066386;39766;2024-11-15;24066386;22378;Prueba performance insertar recarga 13071;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066387;39763;2024-11-15;24066387;22379;Prueba performance insertar recarga 13072;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066388;39763;2024-11-15;24066388;22380;Prueba performance insertar recarga 13073;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066389;39764;2024-11-15;24066389;22381;Prueba performance insertar recarga 13074;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066390;39765;2024-11-15;24066390;22382;Prueba performance insertar recarga 13075;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066391;39766;2024-11-15;24066391;22383;Prueba performance insertar recarga 13076;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066392;39763;2024-11-15;24066392;22384;Prueba performance insertar recarga 13077;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066393;39763;2024-11-15;24066393;22385;Prueba performance insertar recarga 13078;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066394;39764;2024-11-15;24066394;22386;Prueba performance insertar recarga 13079;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066395;39765;2024-11-15;24066395;22387;Prueba performance insertar recarga 13080;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066396;39766;2024-11-15;24066396;22388;Prueba performance insertar recarga 13081;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066397;39763;2024-11-15;24066397;22389;Prueba performance insertar recarga 13082;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066398;39763;2024-11-15;24066398;22390;Prueba performance insertar recarga 13083;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066399;39764;2024-11-15;24066399;22391;Prueba performance insertar recarga 13084;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066400;39765;2024-11-15;24066400;22392;Prueba performance insertar recarga 13085;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066401;39766;2024-11-15;24066401;22393;Prueba performance insertar recarga 13086;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066402;39763;2024-11-15;24066402;22394;Prueba performance insertar recarga 13087;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066403;39763;2024-11-15;24066403;22395;Prueba performance insertar recarga 13088;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066404;39764;2024-11-15;24066404;22396;Prueba performance insertar recarga 13089;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066405;39765;2024-11-15;24066405;22397;Prueba performance insertar recarga 13090;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066406;39766;2024-11-15;24066406;22398;Prueba performance insertar recarga 13091;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066407;39763;2024-11-15;24066407;22399;Prueba performance insertar recarga 13092;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066408;39763;2024-11-15;24066408;22400;Prueba performance insertar recarga 13093;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066409;39764;2024-11-15;24066409;22401;Prueba performance insertar recarga 13094;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066410;39765;2024-11-15;24066410;22402;Prueba performance insertar recarga 13095;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066411;39766;2024-11-15;24066411;22403;Prueba performance insertar recarga 13096;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066412;39765;2024-11-15;24066412;22404;Prueba performance insertar recarga 13097;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066413;39766;2024-11-15;24066413;22405;Prueba performance insertar recarga 13098;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066414;39763;2024-11-15;24066414;22406;Prueba performance insertar recarga 13099;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066415;39763;2024-11-15;24066415;22407;Prueba performance insertar recarga 13100;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066416;39764;2024-11-15;24066416;22408;Prueba performance insertar recarga 13101;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066417;39765;2024-11-15;24066417;22409;Prueba performance insertar recarga 13102;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066418;39766;2024-11-15;24066418;22410;Prueba performance insertar recarga 13103;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066419;39763;2024-11-15;24066419;22411;Prueba performance insertar recarga 13104;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066420;39763;2024-11-15;24066420;22412;Prueba performance insertar recarga 13105;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066421;39764;2024-11-15;24066421;22413;Prueba performance insertar recarga 13106;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066422;39765;2024-11-15;24066422;22414;Prueba performance insertar recarga 13107;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066423;39766;2024-11-15;24066423;22415;Prueba performance insertar recarga 13108;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066424;39763;2024-11-15;24066424;22416;Prueba performance insertar recarga 13109;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066425;39763;2024-11-15;24066425;22417;Prueba performance insertar recarga 13110;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066426;39764;2024-11-15;24066426;22418;Prueba performance insertar recarga 13111;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066427;39765;2024-11-15;24066427;22419;Prueba performance insertar recarga 13112;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066428;39766;2024-11-15;24066428;22420;Prueba performance insertar recarga 13113;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066429;39763;2024-11-15;24066429;22421;Prueba performance insertar recarga 13114;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066430;39763;2024-11-15;24066430;22422;Prueba performance insertar recarga 13115;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066431;39764;2024-11-15;24066431;22423;Prueba performance insertar recarga 13116;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066432;39765;2024-11-15;24066432;22424;Prueba performance insertar recarga 13117;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066433;39766;2024-11-15;24066433;22425;Prueba performance insertar recarga 13118;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066434;39763;2024-11-15;24066434;22426;Prueba performance insertar recarga 13119;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066435;39763;2024-11-15;24066435;22427;Prueba performance insertar recarga 13120;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066436;39764;2024-11-15;24066436;22428;Prueba performance insertar recarga 13121;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24066437;39765;2024-11-15;24066437;22429;Prueba performance insertar recarga 13122;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
