cdmvto_sinc_billetera;cdusuario;femvto;cdnumero_transaccion;vrmvto;dsdescripcion_mvto;cdtipo_mvto;cdtipo_ajuste;cdorigen_ajuste;cdmvto_relacion;cdusuario_ingresa;feingresa;femodifica;cdmovimiento_referencia;dsplaca;cdpunto_atencion;cdtipo_consumo;vrajuste;cdajuste
23125338;36468;2024-11-15;23125338;31529;Prueba performance insertar referrencia 12216;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125339;36468;2024-11-15;23125339;31530;Prueba performance insertar referrencia 12217;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125340;36468;2024-11-15;23125340;31531;Prueba performance insertar referrencia 12218;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125341;36468;2024-11-15;23125341;31532;Prueba performance insertar referrencia 12219;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125342;36468;2024-11-15;23125342;31533;Prueba performance insertar referrencia 12220;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125343;36468;2024-11-15;23125343;31534;Prueba performance insertar referrencia 12221;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125344;36468;2024-11-15;23125344;31535;Prueba performance insertar referrencia 12222;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125345;36468;2024-11-15;23125345;31536;Prueba performance insertar referrencia 12223;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125346;36468;2024-11-15;23125346;31537;Prueba performance insertar referrencia 12224;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125347;36468;2024-11-15;23125347;31538;Prueba performance insertar referrencia 12225;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125348;36468;2024-11-15;23125348;31539;Prueba performance insertar referrencia 12226;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125349;36468;2024-11-15;23125349;31540;Prueba performance insertar referrencia 12227;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125350;36468;2024-11-15;23125350;31541;Prueba performance insertar referrencia 12228;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125351;36468;2024-11-15;23125351;31542;Prueba performance insertar referrencia 12229;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125352;36468;2024-11-15;23125352;31543;Prueba performance insertar referrencia 12230;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125353;36468;2024-11-15;23125353;31544;Prueba performance insertar referrencia 12231;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125354;36468;2024-11-15;23125354;31545;Prueba performance insertar referrencia 12232;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125355;36468;2024-11-15;23125355;31546;Prueba performance insertar referrencia 12233;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125356;36468;2024-11-15;23125356;31547;Prueba performance insertar referrencia 12234;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125357;36468;2024-11-15;23125357;31548;Prueba performance insertar referrencia 12235;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125358;36468;2024-11-15;23125358;31549;Prueba performance insertar referrencia 12236;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125359;36468;2024-11-15;23125359;31550;Prueba performance insertar referrencia 12237;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125360;36468;2024-11-15;23125360;31551;Prueba performance insertar referrencia 12238;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125361;36468;2024-11-15;23125361;31552;Prueba performance insertar referrencia 12239;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125362;36468;2024-11-15;23125362;31553;Prueba performance insertar referrencia 12240;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125363;36468;2024-11-15;23125363;31554;Prueba performance insertar referrencia 12241;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125364;36468;2024-11-15;23125364;31555;Prueba performance insertar referrencia 12242;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125365;36468;2024-11-15;23125365;31556;Prueba performance insertar referrencia 12243;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125366;36468;2024-11-15;23125366;31557;Prueba performance insertar referrencia 12244;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125367;36468;2024-11-15;23125367;31558;Prueba performance insertar referrencia 12245;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125368;36468;2024-11-15;23125368;31559;Prueba performance insertar referrencia 12246;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125369;36468;2024-11-15;23125369;31560;Prueba performance insertar referrencia 12247;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125370;36468;2024-11-15;23125370;31561;Prueba performance insertar referrencia 12248;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125371;36468;2024-11-15;23125371;31562;Prueba performance insertar referrencia 12249;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125372;36468;2024-11-15;23125372;31563;Prueba performance insertar referrencia 12250;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125373;36468;2024-11-15;23125373;31564;Prueba performance insertar referrencia 12251;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125374;36468;2024-11-15;23125374;31565;Prueba performance insertar referrencia 12252;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125375;36468;2024-11-15;23125375;31566;Prueba performance insertar referrencia 12253;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125376;36468;2024-11-15;23125376;31567;Prueba performance insertar referrencia 12254;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125377;36468;2024-11-15;23125377;31568;Prueba performance insertar referrencia 12255;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125378;36468;2024-11-15;23125378;31569;Prueba performance insertar referrencia 12256;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125379;36468;2024-11-15;23125379;31570;Prueba performance insertar referrencia 12257;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125380;36468;2024-11-15;23125380;31571;Prueba performance insertar referrencia 12258;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125381;36468;2024-11-15;23125381;31572;Prueba performance insertar referrencia 12259;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125382;36468;2024-11-15;23125382;31573;Prueba performance insertar referrencia 12260;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125383;36468;2024-11-15;23125383;31574;Prueba performance insertar referrencia 12261;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125384;36468;2024-11-15;23125384;31575;Prueba performance insertar referrencia 12262;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125385;36468;2024-11-15;23125385;31576;Prueba performance insertar referrencia 12263;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125386;36468;2024-11-15;23125386;31577;Prueba performance insertar referrencia 12264;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125387;36468;2024-11-15;23125387;31578;Prueba performance insertar referrencia 12265;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125388;36468;2024-11-15;23125388;31579;Prueba performance insertar referrencia 12266;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125389;36468;2024-11-15;23125389;31580;Prueba performance insertar referrencia 12267;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125390;36468;2024-11-15;23125390;31581;Prueba performance insertar referrencia 12268;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125391;36468;2024-11-15;23125391;31582;Prueba performance insertar referrencia 12269;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125392;36468;2024-11-15;23125392;31583;Prueba performance insertar referrencia 12270;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125393;36468;2024-11-15;23125393;31584;Prueba performance insertar referrencia 12271;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125394;36468;2024-11-15;23125394;31585;Prueba performance insertar referrencia 12272;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125395;36468;2024-11-15;23125395;31586;Prueba performance insertar referrencia 12273;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125396;36468;2024-11-15;23125396;31587;Prueba performance insertar referrencia 12274;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125397;36468;2024-11-15;23125397;31588;Prueba performance insertar referrencia 12275;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125398;36468;2024-11-15;23125398;31589;Prueba performance insertar referrencia 12276;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125399;36468;2024-11-15;23125399;31590;Prueba performance insertar referrencia 12277;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125400;36468;2024-11-15;23125400;31591;Prueba performance insertar referrencia 12278;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125401;36468;2024-11-15;23125401;31592;Prueba performance insertar referrencia 12279;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125402;36468;2024-11-15;23125402;31593;Prueba performance insertar referrencia 12280;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125403;36468;2024-11-15;23125403;31594;Prueba performance insertar referrencia 12281;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125404;36468;2024-11-15;23125404;31595;Prueba performance insertar referrencia 12282;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125405;36468;2024-11-15;23125405;31596;Prueba performance insertar referrencia 12283;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125406;36468;2024-11-15;23125406;31597;Prueba performance insertar referrencia 12284;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125407;36468;2024-11-15;23125407;31598;Prueba performance insertar referrencia 12285;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125408;36468;2024-11-15;23125408;31599;Prueba performance insertar referrencia 12286;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125409;36468;2024-11-15;23125409;31600;Prueba performance insertar referrencia 12287;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125410;36468;2024-11-15;23125410;31601;Prueba performance insertar referrencia 12288;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125411;36468;2024-11-15;23125411;31602;Prueba performance insertar referrencia 12289;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125412;36468;2024-11-15;23125412;31603;Prueba performance insertar referrencia 12290;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125413;36468;2024-11-15;23125413;31604;Prueba performance insertar referrencia 12291;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125414;36468;2024-11-15;23125414;31605;Prueba performance insertar referrencia 12292;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125415;36468;2024-11-15;23125415;31606;Prueba performance insertar referrencia 12293;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125416;36468;2024-11-15;23125416;31607;Prueba performance insertar referrencia 12294;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125417;36468;2024-11-15;23125417;31608;Prueba performance insertar referrencia 12295;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125418;36468;2024-11-15;23125418;31609;Prueba performance insertar referrencia 12296;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125419;36468;2024-11-15;23125419;31610;Prueba performance insertar referrencia 12297;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125420;36468;2024-11-15;23125420;31611;Prueba performance insertar referrencia 12298;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125421;36468;2024-11-15;23125421;31612;Prueba performance insertar referrencia 12299;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125422;36468;2024-11-15;23125422;31613;Prueba performance insertar referrencia 12300;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125423;36468;2024-11-15;23125423;31614;Prueba performance insertar referrencia 12301;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125424;36468;2024-11-15;23125424;31615;Prueba performance insertar referrencia 12302;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125425;36468;2024-11-15;23125425;31616;Prueba performance insertar referrencia 12303;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125426;36468;2024-11-15;23125426;31617;Prueba performance insertar referrencia 12304;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125427;36468;2024-11-15;23125427;31618;Prueba performance insertar referrencia 12305;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125428;36468;2024-11-15;23125428;31619;Prueba performance insertar referrencia 12306;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125429;36468;2024-11-15;23125429;31620;Prueba performance insertar referrencia 12307;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125430;36468;2024-11-15;23125430;31621;Prueba performance insertar referrencia 12308;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125431;36468;2024-11-15;23125431;31622;Prueba performance insertar referrencia 12309;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125432;36468;2024-11-15;23125432;31623;Prueba performance insertar referrencia 12310;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125433;36468;2024-11-15;23125433;31624;Prueba performance insertar referrencia 12311;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125434;36468;2024-11-15;23125434;31625;Prueba performance insertar referrencia 12312;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125435;36468;2024-11-15;23125435;31626;Prueba performance insertar referrencia 12313;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125436;36468;2024-11-15;23125436;31627;Prueba performance insertar referrencia 12314;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125437;36468;2024-11-15;23125437;31628;Prueba performance insertar referrencia 12315;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125438;36468;2024-11-15;23125438;31629;Prueba performance insertar referrencia 12316;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125439;36468;2024-11-15;23125439;31630;Prueba performance insertar referrencia 12317;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125440;36468;2024-11-15;23125440;31631;Prueba performance insertar referrencia 12318;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125441;36468;2024-11-15;23125441;31632;Prueba performance insertar referrencia 12319;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125442;36468;2024-11-15;23125442;31633;Prueba performance insertar referrencia 12320;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125443;36468;2024-11-15;23125443;31634;Prueba performance insertar referrencia 12321;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125444;36468;2024-11-15;23125444;31635;Prueba performance insertar referrencia 12322;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125445;36468;2024-11-15;23125445;31636;Prueba performance insertar referrencia 12323;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125446;36468;2024-11-15;23125446;31637;Prueba performance insertar referrencia 12324;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125447;36468;2024-11-15;23125447;31638;Prueba performance insertar referrencia 12325;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125448;36468;2024-11-15;23125448;31639;Prueba performance insertar referrencia 12326;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125449;36468;2024-11-15;23125449;31640;Prueba performance insertar referrencia 12327;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125450;36468;2024-11-15;23125450;31641;Prueba performance insertar referrencia 12328;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125451;36468;2024-11-15;23125451;31642;Prueba performance insertar referrencia 12329;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125452;36468;2024-11-15;23125452;31643;Prueba performance insertar referrencia 12330;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125453;36468;2024-11-15;23125453;31644;Prueba performance insertar referrencia 12331;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125454;36468;2024-11-15;23125454;31645;Prueba performance insertar referrencia 12332;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125455;36468;2024-11-15;23125455;31646;Prueba performance insertar referrencia 12333;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125456;36468;2024-11-15;23125456;31647;Prueba performance insertar referrencia 12334;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125457;36468;2024-11-15;23125457;31648;Prueba performance insertar referrencia 12335;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125458;36468;2024-11-15;23125458;31649;Prueba performance insertar referrencia 12336;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125459;36468;2024-11-15;23125459;31650;Prueba performance insertar referrencia 12337;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125460;36468;2024-11-15;23125460;31651;Prueba performance insertar referrencia 12338;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125461;36468;2024-11-15;23125461;31652;Prueba performance insertar referrencia 12339;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125462;36468;2024-11-15;23125462;31653;Prueba performance insertar referrencia 12340;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125463;36468;2024-11-15;23125463;31654;Prueba performance insertar referrencia 12341;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125464;36468;2024-11-15;23125464;31655;Prueba performance insertar referrencia 12342;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125465;36468;2024-11-15;23125465;31656;Prueba performance insertar referrencia 12343;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125466;36468;2024-11-15;23125466;31657;Prueba performance insertar referrencia 12344;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125467;36468;2024-11-15;23125467;31658;Prueba performance insertar referrencia 12345;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125468;36468;2024-11-15;23125468;31659;Prueba performance insertar referrencia 12346;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125469;36468;2024-11-15;23125469;31660;Prueba performance insertar referrencia 12347;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125470;36468;2024-11-15;23125470;31661;Prueba performance insertar referrencia 12348;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125471;36468;2024-11-15;23125471;31662;Prueba performance insertar referrencia 12349;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125472;36468;2024-11-15;23125472;31663;Prueba performance insertar referrencia 12350;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125473;36468;2024-11-15;23125473;31664;Prueba performance insertar referrencia 12351;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125474;36468;2024-11-15;23125474;31665;Prueba performance insertar referrencia 12352;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125475;36468;2024-11-15;23125475;31666;Prueba performance insertar referrencia 12353;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125476;36468;2024-11-15;23125476;31667;Prueba performance insertar referrencia 12354;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125477;36468;2024-11-15;23125477;31668;Prueba performance insertar referrencia 12355;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125478;36468;2024-11-15;23125478;31669;Prueba performance insertar referrencia 12356;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125479;36468;2024-11-15;23125479;31670;Prueba performance insertar referrencia 12357;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125480;36468;2024-11-15;23125480;31671;Prueba performance insertar referrencia 12358;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125481;36468;2024-11-15;23125481;31672;Prueba performance insertar referrencia 12359;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125482;36468;2024-11-15;23125482;31673;Prueba performance insertar referrencia 12360;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125483;36468;2024-11-15;23125483;31674;Prueba performance insertar referrencia 12361;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125484;36468;2024-11-15;23125484;31675;Prueba performance insertar referrencia 12362;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125485;36468;2024-11-15;23125485;31676;Prueba performance insertar referrencia 12363;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125486;36468;2024-11-15;23125486;31677;Prueba performance insertar referrencia 12364;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125487;36468;2024-11-15;23125487;31678;Prueba performance insertar referrencia 12365;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125488;36468;2024-11-15;23125488;31679;Prueba performance insertar referrencia 12366;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125489;36468;2024-11-15;23125489;31680;Prueba performance insertar referrencia 12367;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125490;36468;2024-11-15;23125490;31681;Prueba performance insertar referrencia 12368;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125491;36468;2024-11-15;23125491;31682;Prueba performance insertar referrencia 12369;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125492;36468;2024-11-15;23125492;31683;Prueba performance insertar referrencia 12370;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125493;36468;2024-11-15;23125493;31684;Prueba performance insertar referrencia 12371;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125494;36468;2024-11-15;23125494;31685;Prueba performance insertar referrencia 12372;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125495;36468;2024-11-15;23125495;31686;Prueba performance insertar referrencia 12373;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125496;36468;2024-11-15;23125496;31687;Prueba performance insertar referrencia 12374;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125497;36468;2024-11-15;23125497;31688;Prueba performance insertar referrencia 12375;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125498;36468;2024-11-15;23125498;31689;Prueba performance insertar referrencia 12376;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125499;36468;2024-11-15;23125499;31690;Prueba performance insertar referrencia 12377;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125500;36468;2024-11-15;23125500;31691;Prueba performance insertar referrencia 12378;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125501;36468;2024-11-15;23125501;31692;Prueba performance insertar referrencia 12379;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125502;36468;2024-11-15;23125502;31693;Prueba performance insertar referrencia 12380;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125503;36468;2024-11-15;23125503;31694;Prueba performance insertar referrencia 12381;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125504;36468;2024-11-15;23125504;31695;Prueba performance insertar referrencia 12382;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125505;36468;2024-11-15;23125505;31696;Prueba performance insertar referrencia 12383;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125506;36468;2024-11-15;23125506;31697;Prueba performance insertar referrencia 12384;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125507;36468;2024-11-15;23125507;31698;Prueba performance insertar referrencia 12385;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125508;36468;2024-11-15;23125508;31699;Prueba performance insertar referrencia 12386;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125509;36468;2024-11-15;23125509;31700;Prueba performance insertar referrencia 12387;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125510;36468;2024-11-15;23125510;31701;Prueba performance insertar referrencia 12388;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125511;36468;2024-11-15;23125511;31702;Prueba performance insertar referrencia 12389;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125512;36468;2024-11-15;23125512;31703;Prueba performance insertar referrencia 12390;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125513;36468;2024-11-15;23125513;31704;Prueba performance insertar referrencia 12391;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125514;36468;2024-11-15;23125514;31705;Prueba performance insertar referrencia 12392;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23125515;36468;2024-11-15;23125515;31706;Prueba performance insertar referrencia 12393;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125516;36468;2024-11-15;23125516;31707;Prueba performance insertar referrencia 12394;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125517;36468;2024-11-15;23125517;31708;Prueba performance insertar referrencia 12395;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125518;36468;2024-11-15;23125518;31709;Prueba performance insertar referrencia 12396;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125519;36468;2024-11-15;23125519;31710;Prueba performance insertar referrencia 12397;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125520;36468;2024-11-15;23125520;31711;Prueba performance insertar referrencia 12398;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125521;36468;2024-11-15;23125521;31712;Prueba performance insertar referrencia 12399;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125522;36468;2024-11-15;23125522;31713;Prueba performance insertar referrencia 12400;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23125523;36468;2024-11-15;23125523;31714;Prueba performance insertar referrencia 12401;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23125524;36468;2024-11-15;23125524;31715;Prueba performance insertar referrencia 12402;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23125525;36468;2024-11-15;23125525;31716;Prueba performance insertar referrencia 12403;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23125526;36468;2024-11-15;23125526;31717;Prueba performance insertar referrencia 12404;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23125527;36468;2024-11-15;23125527;31718;Prueba performance insertar referrencia 12405;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23125528;36468;2024-11-15;23125528;31719;Prueba performance insertar referrencia 12406;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23125529;36468;2024-11-15;23125529;31720;Prueba performance insertar referrencia 12407;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
